SAMPLEID,ANSWERDATE,性別,年代,居住地方,結婚,子ども,世帯年収,職業,建築タイプ,,,,,,,,,,Q7S1,Q7S7,Q7S8,Q7S9,Q7S10,Q7S11,Q8S12,Q9S4,Q9S5,Q9S15,Q10S1,Q10S2,Q10S3,Q10S4,Q10S5,Q10S6,Q10S7,Q10S8,Q10S9,Q10S10,Q10S11,Q10S12,Q10S13,Q10S14,Q10S15,Q11S4,Q11S5,Q11S6,Q11S7,Q11S11,Q11S12,Q11S13,Q11S15,Q12S1,Q7S2,Q7S3,Q7S4,Q7S5,Q7S6,Q7S12,Q7S13,Q7S14,Q7S15,Q8S1,Q8S2,Q8S3,Q8S4,Q8S5,Q8S6,Q8S7,Q8S8,Q8S9,,Q8S11,Q8S13,Q8S14,Q8S15,Q9S1,Q9S2,Q9S3,Q9S6,Q9S7,Q9S8,Q9S9,Q9S10,Q9S11,Q9S12,Q9S13,Q9S14,Q11S1,Q11S2,Q11S3,Q11S8,Q11S9,Q11S14,Q12S2,Q12S3,Q12S4,Q12S5,Q12S6,Q12S7
47813575,2024/12/11 17:05,男性,30代,近畿地方,未婚,子どもなし,800～1200万未満,自営業・自由業,オフィス,2,2.25,3.25,-3,5,4,3,2,3.5,4,2,1,1,2,2,3,2,4,2,3,4,3,2,2,3,2,2,3,5,2,1,4,5,2,1,5,4,2,3,1,3,3,3,4,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,3,2,2,1,5,2,2,1,1,2,2,1,3,1,2,2,4,3,1,2,1,2,3,4,3,3,3,1
47944165,2024/12/11 17:39,男性,30代,北海道・東北地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,4.2,5,3.375,-3.25,3,4.5,4,2.5,3.5,2,3,3,3,1,4,4,1,1,3,4,3,2,2,1,4,3,2,1,1,4,5,4,2,1,2,2,5,4,2,4,5,2,4,3,2,3,3,3,3,2,3,3,2,2,3,4,3,2,2,3,2,2,3,4,3,2,4,3,2,4,3,3,2,2,1,4,4,3,4,3,3,2,1,3,3,3,3,3,2,5
47952400,2024/12/11 17:24,男性,30代,中部地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,3,3.25,3.625,-3.375,4,4,2.5,1,2.875,3,2,1,2,3,4,1,1,3,1,3,4,3,2,1,3,3,2,3,3,1,4,2,2,1,1,1,1,3,4,3,2,2,2,2,2,2,1,4,3,3,2,2,4,2,2,1,1,1,4,4,2,3,2,3,2,1,3,2,2,3,2,3,4,3,2,2,3,2,3,2,1,2,3,2,2,1,1,2,4,3
48207645,2024/12/11 16:16,男性,30代,中部地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3,3.75,3.875,-3.125,1,5.5,1,5,3.125,4,4,3,1,1,2,4,4,4,4,3,1,1,1,1,1,3,2,1,2,4,3,3,4,4,5,4,5,5,5,4,4,5,4,1,1,4,2,2,5,5,5,5,4,4,1,1,4,5,4,2,1,1,1,3,4,1,4,2,1,2,2,1,1,1,3,5,5,5,5,4,1,5,5,2,2,2,2,1,1,1
48384903,2024/12/11 17:00,男性,30代,北海道・東北地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,5.6,6.25,3.375,-1.125,6.5,7,6.5,7,6.75,3,3,2,2,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,4,4,3,4,4,5,5,2,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,4,2,3,1,1,4,4,4,3,1,1,1,1,1
48717870,2024/12/11 16:07,男性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,5.2,4,2.75,-3.375,3,5,4.5,5,4.375,3,4,2,2,3,4,4,4,2,2,3,2,1,1,1,1,3,2,2,2,3,2,2,4,2,3,2,1,4,2,5,2,3,1,4,4,4,1,4,2,4,4,4,4,4,4,1,1,1,1,2,3,3,2,4,3,1,4,3,1,3,4,1,2,4,3,3,2,4,5,2,1,2,2,3,1,3,3,1,1,1
49729717,2024/12/11 16:14,男性,30代,北海道・東北地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,5,6.75,5.125,-3.75,5.5,7,4,4,5.125,3,3,3,3,3,3,2,3,3,3,2,5,3,3,3,3,3,3,3,2,4,2,4,4,4,4,4,3,3,4,4,3,4,4,1,1,1,2,2,2,2,2,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4
49811733,2024/12/11 17:49,男性,30代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3,2.75,3.375,-3.125,3.5,3,3,3,3.125,3,5,1,2,1,4,2,4,4,2,4,1,3,2,5,2,2,4,2,3,4,2,2,2,5,2,4,1,3,2,2,1,3,2,3,2,2,3,2,1,4,1,3,3,5,2,4,3,1,1,1,3,3,5,2,4,1,2,3,1,1,2,4,2,2,4,1,5,1,4,2,2,3,3,4,4,1,2,4,1,1
50101073,2024/12/11 16:48,男性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3.4,3.5,2.5,-3.625,3,5,2.5,3,3.375,2,4,3,2,2,3,4,4,3,3,3,2,2,2,2,2,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,4,2,2,4,4,4,4,5,3,2,4,3,2,1,2,4,2,2,4,2,4,4,4,4,4,4,2,3,3,4,2,3,2,4,3,3,3,3,4,4,4,3,3,4,4,4,4,3
50188033,2024/12/11 16:39,男性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3.6,3.5,2.75,-3.875,2.5,5.5,3.5,3,3.625,2,3,2,3,4,4,3,3,4,5,4,1,2,3,4,2,4,4,3,3,4,4,3,1,3,5,3,5,4,4,4,4,4,2,3,4,5,3,3,4,2,4,4,4,4,3,3,2,4,4,4,5,4,3,4,4,1,4,3,4,1,2,3,2,3,4,2,5,3,3,3,4,3,3,1,4,4,1,5,2,4
50397954,2024/12/11 17:53,男性,30代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.6,7,4.5,-1,7,7,5.5,2.5,5.5,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
50484472,2024/12/11 17:26,男性,30代,近畿地方,未婚,子どもなし,400万未満,会社員,オフィス,2.6,2.5,3.75,-3.125,5,4.5,3.5,3,4,5,2,2,2,4,3,4,1,4,2,3,3,3,2,4,3,2,4,5,4,3,3,3,3,2,2,4,2,4,2,1,3,2,5,3,1,1,5,3,3,2,4,3,2,3,3,2,5,4,3,2,4,3,2,4,3,2,4,3,2,1,2,3,2,3,2,2,3,2,5,4,3,2,4,3,4,3,2,1,5,3
50790152,2024/12/11 17:11,男性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3.6,5,3.25,-3,1.5,6,1.5,4.5,3.375,2,2,3,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,2,1,2,4,5,5,4,4,1,1,1,4,2,2,2,1,1,1,1,1,1,2,3,1,1,1,2,4,1,1,2,1,1,2,2,3,1,4,1,1,1,4,2,1,1,1,1,1,3,1
50811842,2024/12/11 16:10,男性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.2,4.25,3.125,-2.5,4,5.5,5.5,4,4.75,4,4,4,4,2,4,4,4,4,4,4,2,2,1,1,2,3,3,4,4,4,3,4,4,2,2,3,4,4,4,2,4,3,4,2,2,4,2,5,3,4,4,4,4,4,3,4,2,2,3,1,2,2,1,4,4,4,4,4,2,2,1,1,1,4,4,3,2,4,4,4,2,4,4,2,4,2,1,1,4,3
50813131,2024/12/11 16:57,男性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,2.2,3.25,3.125,-3.125,4.5,3.5,4.5,3.5,4,3,3,2,2,4,2,4,1,1,3,4,4,4,4,2,2,3,4,1,1,4,4,3,3,4,3,2,2,3,3,5,3,4,3,2,4,2,2,3,2,3,2,5,2,5,2,3,2,3,5,3,2,4,3,2,4,2,3,3,4,1,3,5,1,3,4,2,3,5,3,5,4,4,2,2,3,4,4,3,2,4
339533,2024/12/11 16:40,男性,40代,近畿地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.6,4.25,2.75,-3,2.5,3.5,4.5,4.5,3.75,4,2,4,3,2,2,1,1,5,4,4,3,2,4,3,2,2,4,3,2,4,3,2,1,4,5,4,3,2,1,4,4,2,4,3,2,1,3,3,4,3,2,5,3,3,3,2,5,4,3,2,5,4,2,4,3,2,5,4,2,3,2,2,3,2,2,1,4,3,4,3,2,4,3,3,3,2,2,5,4,3
1839696,2024/12/11 16:39,男性,40代,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,自営業・自由業,オフィス,3.8,4,3.375,-3.125,4,4,3,4,3.75,3,4,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,3,4,4,4,3,2,3,3,4,4,3,4,4
3113481,2024/12/11 16:22,男性,40代,中部地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,2.4,2.5,2.125,-4.25,3,5,2.5,3,3.375,3,3,3,3,3,3,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,3,2,4,1,3,3,3,4,4,2,1,2,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,1,2,3,3,1,2,2,2,3,3,2,1,4,3
3266887,2024/12/11 16:33,男性,40代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,1.6,3.25,2,-3.25,2,2,2,4.5,2.625,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,4,3,4,3,2,4,3,4,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2,2,3,2,2,2,3,2,3,1,2,2,3,2,2,1,1,2
3617560,2024/12/11 16:36,男性,40代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,1.6,4.25,2,-5,2.5,6,3.5,3.5,3.875,4,2,3,2,4,2,4,3,3,2,4,2,3,2,2,2,4,2,2,2,3,3,4,3,2,2,3,2,2,4,2,2,3,4,4,3,3,2,4,3,2,3,2,4,2,3,2,3,4,3,2,3,2,2,4,2,2,3,4,2,2,4,2,5,3,4,1,2,2,5,3,3,4,2,3,3,3,4,2,2,4
3623755,2024/12/11 16:33,男性,40代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,4,4.75,3.75,-3.125,4,4.5,3,4,3.875,3,4,4,3,3,4,4,4,4,3,3,2,3,2,2,2,4,4,4,3,4,3,4,3,4,4,3,2,4,4,3,3,4,3,3,4,3,2,3,4,4,3,4,3,3,3,3,3,4,3,3,2,2,3,4,3,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,3,2,3,3,4,3
3662493,2024/12/11 16:26,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもなし,400〜800万未満,会社員,オフィス,3.2,4,3.375,-2,3.5,5,4.5,5.5,4.625,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,5,4,3,3,3,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,3,3,4,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
3799698,2024/12/11 17:19,男性,40代,北海道・東北地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,2.2,6,4.5,-2.25,3,5,5.5,6,4.875,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,2,3,3,2,2,3,3,2,2,2,2,4,2,2,3,2,3,2,3,4,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,1
4092274,2024/12/11 16:59,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.4,5,3.625,-3.625,3.5,5.5,4.5,4,4.375,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,2,3,3,3,4,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,4,4,2,1,4,3,4,4,4,4,3,4,3,3,4,3,4
4105065,2024/12/11 16:21,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.4,4.25,4,-2.5,5,5.5,4.5,4.5,4.875,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,3,4,4,3,3,3,4,4,3,4,4,3,3,4,3,3,3,5,4,3,2,3,5,3,2,4,3,5,4,4,4,4,4,3,3,3,4,4,3,3,2,3,5,1,3,3,3,3,4,4,3,3,3,4,4,4,4,4,3,5,4,5,4,4,4
5087533,2024/12/11 16:14,男性,40代,中部地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,3.6,3.25,3,-1,3.5,5.5,4,5.5,4.625,5,5,5,3,2,5,4,3,4,4,4,1,1,1,1,1,3,1,1,1,1,2,2,3,3,5,3,1,3,4,3,1,3,4,5,5,4,3,4,5,4,4,4,3,3,4,1,1,4,3,1,5,1,1,3,2,1,2,3,1,1,1,1,1,4,4,3,1,3,2,1,4,4,3,3,1,1,3,4,1,1
6131650,2024/12/11 16:41,男性,40代,中部地方,既婚,子どもあり,,会社員,オフィス,2,4.25,2.5,-2.625,3,5,1.5,4.5,3.5,4,2,2,1,3,3,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,3,3,3,4,4,4,4,4,1,4,2,3,1,1,1,1,1,1,1,2,4,3,1,1,1,1,4,5,1,2,1,1,1,1,1,3,2,4,2,1,1,3,2,2,2,2,1,1,1,1
6727356,2024/12/11 17:06,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4,4.75,3.25,-2.375,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6730242,2024/12/11 16:31,男性,40代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,4.2,3.25,3.5,-3.5,5,3.5,3,3,3.625,4,4,3,3,4,3,4,3,4,3,3,4,4,4,3,3,2,2,3,4,4,4,4,5,3,3,2,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,2,4,3,4,3,3,4,3,3,3,3,4,4,3,3,4,4,3,4,4,3,2,2,3,3,3,3,2,3,4
6760242,2024/12/11 16:49,男性,40代,中部地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,1,3.25,1,-4.125,1,5.5,1,4.5,3,2,3,3,3,2,2,3,3,1,2,3,2,2,1,1,2,2,2,2,2,3,1,2,1,2,3,2,2,2,2,4,2,2,2,4,2,4,4,4,2,4,4,4,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,2,2,1,3,3,2,1,1,3,3,4,2,1,2,1,4,2
6861572,2024/12/11 16:39,男性,40代,近畿地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,1,5.5,1,-5.125,1,3,3.5,1,2.125,4,1,1,1,1,1,1,3,3,4,2,1,2,2,1,1,1,2,2,2,4,2,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,2,4,1,1,1,2,3,1,1,1,1,3,1,4,1,4,3,2,2,1,1,1,1,3,1,1,1,1,1
6909554,2024/12/11 16:43,男性,40代,関東地方,未婚,子どもあり,800～1200万未満,会社員,オフィス,4,6.5,2.875,-1.375,4.5,5,4,5.5,4.75,5,5,5,5,5,4,5,4,4,5,2,3,4,2,1,4,4,4,4,4,3,4,3,3,5,3,4,3,5,3,5,3,4,4,3,3,3,5,5,5,5,5,5,4,3,5,1,3,4,4,3,1,4,1,4,3,1,5,5,1,2,1,1,2,5,4,3,5,4,5,3,1,4,4,3,4,3,4,1,1,4
7520460,2024/12/11 16:46,男性,40代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3.2,4.25,3.875,-1,4.5,7,6,4.5,5.5,3,4,3,4,4,4,3,3,4,3,3,4,4,2,3,4,4,4,3,4,2,4,2,3,4,4,2,4,3,5,3,4,3,4,4,5,4,3,4,3,4,3,4,4,3,2,3,4,4,3,2,4,4,2,4,3,4,4,3,4,1,2,3,3,4,3,5,4,4,4,3,3,3,3,3,3,3,3,3,5,4
8082076,2024/12/11 16:07,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.6,4.5,4.375,-3.625,5,6,5.5,3.5,5,4,4,2,3,3,3,5,3,2,3,4,3,3,4,3,2,4,4,3,2,4,4,4,3,4,4,3,3,3,3,4,3,3,4,4,3,2,4,3,3,4,4,3,4,3,2,4,4,5,4,4,2,4,3,3,4,2,4,3,2,3,2,3,4,3,4,2,3,1,4,3,3,1,3,4,3,4,3,2,2,4
8675924,2024/12/11 16:40,男性,40代,関東地方,既婚,子どもなし,800～1200万未満,自営業・自由業,オフィス,4.4,5.75,4.25,-1.625,5,5.5,5,3,4.625,4,4,4,4,3,4,4,3,3,4,4,2,3,2,2,2,3,3,3,4,4,3,4,4,3,3,4,2,3,2,3,2,4,4,4,3,3,2,2,4,4,4,4,2,3,2,2,3,4,4,2,2,3,2,3,3,2,3,4,3,4,4,3,3,4,4,4,3,3,3,3,2,3,3,3,4,2,4,1,1,2
8755036,2024/12/11 16:42,男性,40代,近畿地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,2,4.75,2.75,-2.875,5,4,5.5,5.5,5,3,4,4,3,4,4,3,4,3,4,3,4,2,3,3,3,4,4,4,3,4,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,5,3,4,4,4,3,4,4,4,4,3,3,2,3,4,3,3,4,4,3,4,3,3,3,4,2,3,4,4,3,3,4,3,3,4,4,3
9087648,2024/12/11 16:33,男性,40代,北海道・東北地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,3.6,4,3,-3,2.5,4,4,4,3.625,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3
9242619,2024/12/11 16:42,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3.2,4.25,3,-4,3,5,3.5,4,3.875,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,3,3,2,3,2,4,4,3,4,4,2,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,4,3,3,3,3,3
12179020,2024/12/11 16:27,男性,40代,関東地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,5.8,6.75,5.5,-2.75,6.5,7,5.5,5.5,6.125,5,5,5,5,5,5,5,3,4,5,4,3,4,3,4,4,3,3,3,4,3,3,3,2,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,5,4,4,4,3,5,4,4,5,5,4,5
14565242,2024/12/11 16:52,男性,40代,近畿地方,既婚,子どもあり,800～1200万未満,公務員,オフィス,5,5,2.625,-3.375,4,5,4.5,4.5,4.5,4,5,3,3,2,3,3,4,4,3,3,3,3,2,1,1,1,3,3,3,3,3,2,2,2,4,3,2,2,5,3,4,4,4,1,1,5,3,5,3,4,3,4,2,2,4,1,2,4,3,1,1,1,1,1,3,2,3,3,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,1,1
16396033,2024/12/11 17:12,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,4.4,4.25,3.875,-3.125,3.5,4.5,4,4,4,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,3,4,3
16742397,2024/12/11 17:03,男性,40代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,1.2,3.75,2.125,-2.875,1,3.5,2,5,2.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,3,3,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1
19103783,2024/12/11 17:12,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,5,4.25,3.375,-3.375,5,5.5,5,4.5,5,2,2,2,2,1,2,2,4,2,2,1,2,1,1,1,1,1,1,1,3,1,2,3,4,2,2,2,1,4,2,3,3,4,4,2,4,5,2,5,4,4,4,4,1,3,2,3,1,4,3,1,1,1,1,4,2,1,2,2,1,1,4,1,1,2,2,2,2,2,4,2,2,3,2,4,2,2,2,1,1,1
19895799,2024/12/11 16:11,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.2,4.25,3.375,-3.5,4.5,4.5,5.5,4.5,4.75,3,4,3,4,3,3,4,3,2,3,3,4,3,3,2,4,4,2,3,4,3,4,4,2,2,3,4,3,1,2,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,5,3,2,3,4,3,3,2,3,4,3,3,3,3,3,4,4,2,4,3,2,3,4,3,3,3,3,1,4,2,3,2,2,3,2,3
21207192,2024/12/11 17:08,男性,40代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.6,4,3.75,-4.25,3,4.5,3,5.5,4,5,4,4,4,4,4,3,4,4,3,1,1,2,1,1,1,2,2,2,3,3,2,2,1,4,3,3,2,1,3,4,4,4,4,4,5,5,3,5,4,4,4,5,3,3,2,1,4,5,4,3,1,2,1,3,3,4,3,4,4,2,3,1,1,2,3,3,2,4,1,2,1,2,3,4,4,2,3,1,1,1
21818041,2024/12/11 16:34,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,,公務員,オフィス,6,6,4.5,-2,5,5,3,3.5,4.125,5,2,3,2,2,3,2,3,3,3,1,2,2,1,1,1,3,1,1,1,4,3,4,3,4,4,2,1,4,4,4,3,4,4,5,5,5,3,3,3,1,4,4,3,4,1,1,2,4,3,2,4,3,1,2,2,1,4,4,1,2,2,1,2,3,3,3,4,4,4,2,1,4,4,4,1,1,1,1,4,1
22348638,2024/12/11 17:11,男性,40代,関東地方,既婚,子どもなし,,公務員,オフィス,3.6,4.25,1.5,-2.5,1,3.5,1.5,5.5,2.875,2,2,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,5,2,2,2,5,5,3,5,5,1,2,2,4,3,3,2,2,3,2,2,2,2,1,1,2,2,1,5,4,3,3,3,3,2,3,2,2,2,3,2,2,1,2,2,2,2,3,3,2,1,1
23236183,2024/12/11 16:08,男性,40代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,2.2,5,2.875,-3.125,3.5,4,4,4.5,4,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,2,2,2,3,4,4,2,2,2,5,1,2,2,1,1,2,2,3,3,2,2,2,2,2,2,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,3,1,3,1,2,1,2,2,2,3,2,2,1,1,1
23707960,2024/12/11 17:07,男性,40代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,4.8,4.5,4.75,-4.375,3,4,3.5,5,3.875,4,4,4,3,3,4,4,4,4,3,4,5,4,4,5,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,2,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,3,4,4,4,3,4,3,3,4,4,2,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3
28019839,2024/12/11 16:02,男性,40代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.2,5.25,3.875,-4,4,5,4,4.5,4.375,3,3,4,2,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,4,4,3,4,3,3,4,4,3,2,3,3,4,3,3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
29555362,2024/12/11 17:12,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3.2,4.25,2,-4,4,5,5,4,4.5,3,4,3,2,2,4,2,4,3,2,4,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,3,4,2,2,4,5,4,2,2,5,3,4,4,4,2,1,1,1,1,1,1,1,1,2,1,2,3,1,3,4,4,2,1,1,2,2,2,4,1,3,2,2,1,2,2,2,2,3,2,1,1,1
36264180,2024/12/11 16:55,男性,40代,関東地方,既婚,子どもあり,わからない,会社員,オフィス,6,3.75,2.5,-4.75,3,5,4,4,4,4,4,4,4,4,4,3,5,4,4,3,3,4,4,3,4,3,3,4,5,3,3,4,5,5,4,4,4,4,3,3,4,3,3,5,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,3,5,4,4,3,3,2,3,4,3,3,4,3,4,4,4,4,3,3,4,4,3,4,5,4
38968202,2024/12/11 17:00,男性,40代,中部地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,3.2,6,3.625,-3.625,4,4,3,4,3.75,3,4,3,4,4,3,4,5,4,3,3,3,3,3,4,3,2,4,4,3,2,2,3,4,4,3,2,3,4,4,4,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2,3,2,4,4,3,3,2,3,3,3,1,3,4,3,2,4,3,2
39394178,2024/12/11 16:43,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,4.4,4.25,3.25,-2.625,4.5,4.5,5,4,4.5,4,4,4,3,3,3,5,4,3,3,4,4,3,2,4,3,3,4,3,2,5,4,3,1,5,2,2,4,3,4,4,4,3,4,3,3,2,3,3,3,4,4,3,4,3,3,4,5,3,5,4,2,3,2,3,4,3,4,4,3,4,2,4,2,3,3,3,3,4,4,4,3,2,4,3,4,3,3,3,3,3
